"text","category"
"kuch bhi thik nahi ho raha isliye, bas ek ajeeb sa restless feeling aa rahi hai.","Mood/Emotion"
"I have to submit physics for a couple of hours.","Education"
"I spent some time dealing with the weekend plans since last night.","General/Other"
"I'm planning a trip to Ooty from tomorrow though i just checked in for my road trip to Kolkata.","Travel"
"I've been feeling completely drained after that conversation.","Mood/Emotion"
"a handbag ki delivery late ho rahi hai kuch ghanton se.","Shopping"
"Store mein a pair of running shoes pe badi sale lagi hai thodi der mein uske alawa mere roommate ne ek achi brand suggest ki a smartwatch ke liye.","Shopping"
"my friend recommended a place that serves amazing noodles, so we ordered a cheese pizza for dinner for the past three days.","Food"
"professor ne the chemistry lab report ki deadline badha di, par thodi der mein the final exams submit karna hai.","Education"
"I need to pay the EMI.","Finance"
"Ghar pe sab the long queue at the grocery store ke baare mein baat kar rahe the Friday tak.","General/Other"
"Ghar pe sab the traffic on the way home ke baare mein baat kar rahe the abhi.","General/Other"
"my landlord suggested I see a specialist because of dizziness.","Health"
"mere roommate ne my email account fix karne mein madad ki.","Technology"
"the mobile app keeps crashing this morning","Technology"
"the long queue at the grocery store came up randomly in conversation next week, while we talked about the neighborhood cat for a while today.","General/Other"
"Assignment is due today.","Education"
"I ordered sunglasses online since last night.","Shopping"
"meri behen ne ek jagah bataayi jahan ka a vegetable stir fry zabardast hai, isliye aajkal dost aa rahe hain aur tacos banane ka plan hai.","Food"
"I'm waiting for my refund for a new smartphone plus my boss recommended a good brand for a backpack.","Shopping"
"We talked about a documentary I watched for a while last night.","General/Other"
"I can't shake off this completely drained feeling thinking about the future","Mood/Emotion"
"Aakhirkar the personal loan EMI clear kar diya dopahar se kyunki the tax filing check kiya toh kuch ajeeb laga.","Finance"
"lately I feel proud after hearing the news and I don't know why","Mood/Emotion"
"I tried making pasta at home from tomorrow, and we ordered grilled sandwiches for dinner by Friday.","Food"
"kal walk karte waqt the weather dikha.","General/Other"
"I ordered a dining table online next month, and the delivery for a pair of running shoes is delayed in a while.","Shopping"
"Our road trip to Singapore got delayed since last night.","Travel"
"Lately I feel hopeful without any clear reason, and I don't know why","Mood/Emotion"
"my the electricity bill got auto-debited this weekend plus i need to pay the personal loan EMI last night.","Finance"
"kal se dinner mein butter chicken order kiya.","Food"
"Our team is stuck on the sales deck since last night.","Work/Office"
"Honestly, I feel content after that conversation.","Mood/Emotion"
"I tried making pancakes at home in a while","Food"
"I finally cleared my salary for the past three days.","Finance"
"Mujhe aajkal se jee michlana ho raha hai.","Health"
"the delivery guy helped me fix the office printer.","Technology"
"Rishikesh wali overnight bus subah se delay ho gayi uske alawa airport pe security check mein bahut time laga aaj.","Travel"
"I need to pay the personal loan EMI next week.","Finance"
"since I've been so busy, I've just been feeling a bit lonely.","Mood/Emotion"
"I've been feeling emotionally exhausted without any clear reason.","Mood/Emotion"
"We're hosting friends from tomorrow and planning to make a fruit salad so i tried making momos at home this evening.","Food"
"We ordered pav bhaji for dinner last night though we're hosting friends last night and planning to make pav bhaji.","Food"
"We talked about an old photo album for a while since morning though the new furniture we bought came up randomly in conversation since morning.","General/Other"
"My the personal loan EMI got auto-debited since noon.","Finance"
"lately I feel extremely stressed because I miss my old friends and I don't know why","Mood/Emotion"
"I'm planning a trip to Udaipur since morning.","Travel"
"teacher ne bola my online banking review karo.","Finance"
"I need to pay my bank statement last night.","Finance"
"Ghar pe sab the traffic on the way home ke baare mein baat kar rahe the do din se","General/Other"
"The delivery for a pair of sneakers is delayed this morning, but the store had a huge sale on a formal shirt this afternoon.","Shopping"
"I'm trying to figure out my mutual fund investment this month, since my manager advised me to review the tax filing.","Finance"
"badan dard ke liye appointment book karwa liya hai.","Health"
"is weekend the traffic on the way home ke baare mein baat hui.","General/Other"
"aajkal my monthly budget pay karna hai.","Finance"
"is hafte dinner mein pav bhaji order kiya.","Food"
"parso the neighbor's new dog ke baare mein baat hui.","General/Other"
"my password manager won't connect to the internet right now","Technology"
"mere roommate ne performance review ke baare mein call rakhi hai aajkal, jabki pichle hafte se work from home karke budget proposal complete karunga.","Work/Office"
"aajkal the tax filing pay karna hai.","Finance"
"project timeline ki deadline aage badh gayi is weekend, uske upar se hiring paperwork ki deadline aage badh gayi abhi.","Work/Office"
"kerala wali road trip is mahine delay ho gayi","Travel"
"Bilkul drained feel ho raha hai.","Mood/Emotion"
"I noticed the noisy construction nearby while walking this afternoon, while the weather came up randomly in conversation next week.","General/Other"
"I can't shake off this really happy feeling without any clear reason, but after a long day, I've just been feeling overwhelmed.","Mood/Emotion"
"mere roommate ne bola specialist ko dikhao naak behna ke liye, lekin doctor ne bola thoda rest kar jee michlana thik ho jayega.","Health"
"delivery wale ne the Wi-Fi router fix karne mein madad ki.","Technology"
"raat se wale the history assignment ko lekar nervous hoon halaanki mere neighbor ne the entrance exam samjhaane mein madad ki.","Education"
"my boss is not happy with how the performance review turned out.","Work/Office"
"Our overnight bus to Jaipur got delayed right now.","Travel"
"App baar freeze ho raha hai.","Technology"
"I ordered a handbag online tomorrow.","Shopping"
"I have to present the project timeline in front of the leadership since last week.","Work/Office"
"I spent some time dealing with the power cut yesterday from tomorrow.","General/Other"
"landlord ne khush nahi hai team meeting notes ke result se.","Work/Office"
"We're staying at a small hotel near Ladakh, though i just checked in for my cab to Pune.","Travel"
"a kitchen mixer ki delivery late ho rahi hai pichle teen din se.","Shopping"
"Aakhirkar hiring paperwork close kar diya abhi.","Work/Office"
"I noticed the new furniture we bought while walking today plus i noticed the long queue at the grocery store while walking this month.","General/Other"
"Mujhe parso se naak behna ho raha hai.","Health"
"doctor ne ek achi brand suggest ki a formal shirt ke liye","Shopping"
"mere bhai ne the class test samjhaane mein madad ki.","Education"
"my boss recommended a good brand for a laptop bag, while i'm waiting for my refund for a set of headphones.","Shopping"
"I'm returning a smartwatch because it didn't fit","Shopping"
"aaj se chakkar thik nahi ho raha","Health"
"Samajh nahi aa raha the office printer itna slow kyun hai is weekend.","Technology"
"the insurance premium auto-debit ho gaya raat se.","Finance"
"boss ne bola thoda rest kar kaafi khaansi thik ho jayega, jabki skin par rash ki wajah se do din se kaam pe nahi ja paaya.","Health"
"Pata nahi kyun par wo message padhne ke baad bahut proud lag raha hoon.","Mood/Emotion"
"the teacher suggested I see a specialist because of a skin rash plus i had to skip work due to an ear infection for the past three days.","Health"
"quarterly report submit kar diya aaj lekin abhi tak reply nahi aaya.","Work/Office"
"kal dinner mein butter chicken order kiya.","Food"
"The flight to Darjeeling was surprisingly comfortable.","Travel"
"We talked about the family gathering this weekend for a while last night, and on top of that we talked about the neighbor's new dog for a while since last week.","General/Other"
"kuch minute pehle the operating system reinstall karna pada.","Technology"
"The delivery for a backpack is delayed by Friday.","Shopping"
"Sach kahoon toh kuch bhi thik nahi ho raha isliye, mann bahut excited hai.","Mood/Emotion"
"Restaurant ka momos bahut tasty tha.","Food"
"customer support wale ne ek jagah bataayi jahan ka pasta zabardast hai.","Food"
"I had to reinstall the mobile app for a couple of hours because i can't figure out why the new software update is so slow by Friday.","Technology"
"marketing plan ki deadline aage badh gayi kuch minute pehle","Work/Office"
"The delivery for a study lamp is delayed today but the store had a huge sale on a kitchen mixer for a couple of hours.","Shopping"
"team meeting notes ko lekar meeting hai agle hafte.","Work/Office"
"I'm trying to figure out the personal loan EMI this month, so i finally cleared the loan application last night.","Finance"
"a pair of jeans ki delivery late ho rahi hai parso, jabki store mein a handbag pe badi sale lagi hai subah se.","Shopping"
